,title,area,numberOfRooms,price,town,district
201,Bolluca Arnavutköy de Kapalı Mutfak Kullanımlı Kiralık 2+1 Daire,85,2+1,3.900,Bolluca,Mavigöl Mh.
202,Arnavutköy de kiralık eşyalı daire,100,2+1,5.250,Arnavutköy,Anadolu Mah.
203,Durusu Park villalarında havuzlu 8+1 600m2 müstakil villa,600,8+1,40.000,Köyler,Boyalık Mh.
204,DELİKLİKAYA KİPTAŞ 3.ETAP KONUTLARINDA EŞYALI 2+1 KİRALIK DAİRE,84,2+1,4.500,Hadımköy,(Boyalık)Deliklikaya Mah.
205,KISA VEYA UZUN SÜRELİ EŞYALI KİRALIK DAİRE TURYAP'TAN,84,2+1,5.000,Hadımköy,(Boyalık)Deliklikaya Mah.
206,Kiptaş 1.etap. Açıklamayı okuyunuz.,85,2+1,4.000,Arnavutköy,Hadımköy Mh.
207,DRS GAYRİMENKUL KİRALIK 2+1 EŞYALI DAİRE MERKEZDE,90,2+1,6.250,Arnavutköy,Nenehatun Mah.
208,ARNAVUTKÖY BOĞAZKÖY'DE 3+1 150 M2 ÇİFT BALKONLU DAİRE,170,3+1,4.700,Boğazköy,Boğazköy İstiklal Mh.
209,3.ETAP KİPTAŞ KONUTLARI 2+1KİRALIK YÜKSEK GİRİŞKAT DAİRE 3.500TL,84,2+1,3.500,Hadımköy,(Boyalık)Deliklikaya Mah.
210,DELİKLİKAYA KİPTAŞ KONUTLARI 3.ETAP'TA EŞYALI 2+1 KİRALIK DAİRE,85,2+1,4.500,Hadımköy,(Boyalık)Deliklikaya Mah.
211,ESENDOĞA SİTESİ KİRALIK 3+1 DUBLEX,130,3+1,4.250,Taşoluk,Fatih Mah.
212,hadımköy hastahane mahallesi kiralık 3+1 daire,140,3+1,4.500,Hadımköy,(Boyalık)Hastane Mah.
213,KİRALIK ARAKAT DAİRE,115,2+1,3.000,Arnavutköy,Arnavutköy Merkez Mh.
214,HADIMKÖY KİPTAŞ 2.ETAP ÖMERLİ EŞYALI KİRALIK DAİRE TURYAP REDOX,75,2+1,4.500,Hadımköy,(Boyalık)Ömerli Mh.
215,TOKİ Taşoluk 1. Etap 2+1 daire,95,2+1,4.500,Taşoluk,Mehmet Akif Ersoy Mah.
216,TEYAŞ EMLAK'TAN SKYPARK 1DE KİRALIK 2+1 BAHÇE KATI (kod:B1),85,2+1,6.000,Taşoluk,Mareşal Fevzi Çakmak Mh.
217,Kiralık Daire,125,2+1,3.000,Taşoluk,Taşoluk Mh.
218,Miaport 1.Etap Arnavutköy'de THY Çalış.Özel Balkonlu Kiralık 1+1,90,1+1,5.500,Haraççı,Haraççı Mh.
219,ARNAVUT KÖY TAŞOLUK TOKİ KONUTLARI 1. ETAP KİRALIK 2+1 DAİRE,95,2+1,4.500,Taşoluk,Mehmet Akif Ersoy Mah.
220,TEYAŞ EMLAK'TAN SKYPARK 1DE KİRALIK 2+1 2.kat (kod:A37),85,2+1,6.000,Taşoluk,Mareşal Fevzi Çakmak Mh.
221,MİLPORT SİTESİNDE 3 - HAVALİMANINA 3 KM MESAFEDE 280 M2 VİLLA,290,5+2,13.000,Taşoluk,Mareşal Fevzi Çakmak Mh.
222,Havalimanına 10 dakika,140,4+1,3.600,Taşoluk,Fatih Mah.
223,DELİKLİKAYA ELİT BAHÇEKENT SİTESİ'NDE KİRALIK 3+1 DAİRE,172,3+1,7.000,Hadımköy,(Boyalık)Deliklikaya Mah.
224,"BAHÇEŞEHİR YANI HADIMKÖY DELİKLİKAYA KİPTAŞ 3,2+1,84M2,4.000.-TL",84,2+1,4.000,Hadımköy,(Boyalık)Deliklikaya Mah.
225,EMLAKTİF'ten Boyalık köyü havaalanı yanı eşyalı 2+1 Harika,140,2+1,8.000,Köyler,Boyalık Mh.
226,Arnavutköy Çardaktepe ana yola yakın kiralık dubleks 3+2 daire,165,2+1,6.000,Arnavutköy,Anadolu Mah.
227,BALKAYALARDAN BOLLUCA MAVİGÖLDE KİRALIK DAİRE 3200 TL,90,2+1,3.200,Bolluca,Mavigöl Mh.
228,HADIMKÖY KİPTAŞ 3.ETAP DELİKLİKAYA KİRALIK DAİRE,84,2+1,3.000,Hadımköy,(Boyalık)Deliklikaya Mah.
229,Kiptaş hadımköy 3. etap konutlarında A sitesinde kiralık arakat,85,2+1,3.350,Hadımköy,(Boyalık)Deliklikaya Mah.
230,ARNAVUTKÖY MERKEZDE KİRALIK ÇATI KATI DAİRE,100,2+1,4.000,Arnavutköy,Anadolu Mah.
231,Taşoluk tokide 2+1 kiralık daire,95,1+1,4.000,Taşoluk,Taşoluk Mh.
232,KISA VEYA UZUN SÜRELİ EŞYALI KİRALIK DAİRE TURYAP'TAN,85,2+1,5.000,Hadımköy,(Boyalık)Deliklikaya Mah.
233,Kiptaş hadımköy 3. etap konutlarında B siteşinde kiralık arakat,84,2+1,3.300,Hadımköy,(Boyalık)Deliklikaya Mah.
234,ARNAVUTKÖY HARAÇÇI'DA KİRALIK 105 M2 BALKONLU 2+1 DAİRE,105,2+1,4.000,Haraççı,Haraççı Mh.
235,TAŞOLUK TOKİDE 2+1 KİRALIK DAİRE,100,2+1,4.000,Taşoluk,Mehmet Akif Ersoy Mah.
236,Kiptaş hadımköy 3. etap konutlarında c siteşinde kiralık arakat,85,2+1,3.200,Hadımköy,(Boyalık)Deliklikaya Mah.
237,Arnavutköy SKY PARK 1'de 2+1 95m2 1.Kat Açık Mutfaklı BOŞ,95,2+1,6.000,Taşoluk,Mareşal Fevzi Çakmak Mh.
238,Arnavutköy Merkez 2+1 Kiralık Daire,130,2+1,4.000,Arnavutköy,Anadolu Mah.
239,ARNAVUTKÖY MERKEZI KONUMDA 5000 KIRALIK 2+1 ARAKAT ESYALI DAIRE,90,2+1,5.000,Arnavutköy,Anadolu Mah.
240,5K İNŞAAT TAN BAHÇE KATI 100M2 EŞYALI,116,2+1,4.300,Arnavutköy,Arnavutköy Merkez Mh.
241,ARNAVUTKÖY TAŞOLUK'DA EŞYALI SIFIR 1+1 DAİRE ACIKLAMAYI OKUYUNUZ,65,2+1,4.900,Taşoluk,Mehmet Akif Ersoy Mah.
242,HADIMKÖY KİPTAŞ 2.ETAP ÖMERLİ KİRALIK DAİRE TURYAP REDOX EMLAK,95,2+1,4.000,Hadımköy,(Boyalık)Ömerli Mh.
243,NEO BOLLUCA 1 SİTESİN'DE KİRALIK 1+1 ARA KAT DAİRE (TEK YETKİ),85,1+1,5.200,Bolluca,
244,TEYAŞ EMLAK'TAN SKYPARK 1DE KİRALIK 2+1 (kod:A13)BAHÇE KATI,85,2+1,6.000,Taşoluk,Mareşal Fevzi Çakmak Mh.
245,TEYAŞ EMLAK'TAN SKYPARK 1DE KİRALIK 2+1 (kod:A26),85,2+1,6.000,Taşoluk,Mareşal Fevzi Çakmak Mh.
246,ARNAVUTKÖY MERKEZ DE KİRALIK ARAKAT SADECE MEMUR,95,2+1,4.000,Arnavutköy,Arnavutköy Merkez Mh.
247,HADIMKÖY KİPTAŞ 2.ETAP ÖMERLİ KİRALIK DAİRE TURYAP REDOX EMLAK,75,2+1,3.500,Hadımköy,(Boyalık)Ömerli Mh.
248,Hadımköy 3 yolda sahibinden cadde cephe manzaralı 0 lüks kiralık,110,2+1,5.000,Arnavutköy,Hadımköy Mh.
249,SIFIR BİNADA KİRALIK BALKONLU 2+1 GENİŞ ARAKAT DAİRE,100,2+1,4.900,Arnavutköy,Anadolu Mah.
250,Taşoluk ta PTT Yakın Kiralık 2+1 Daire,85,2+1,4.000,Taşoluk,Taşoluk Mh.
251,ARNAVUTKÖY ATATÜRK MH KİRALIK 2+1 ARAKAT DAİRE,100,2+1,3.750,Boğazköy,Atatürk Mh.
252,HADIMKÖY VEFA KONUTLARI 'THY PERS. VE MEMURA' KİRALIK 2+1 DAİRE,115,2+1,4.000,Arnavutköy,Hadımköy Mh.
253,TEYAŞ EMLAK'TAN SKYPARK1DE EŞYALI KİRALIK 1+1 BAHÇELİ(kod:B10),63,1+1,7.500,Taşoluk,Mareşal Fevzi Çakmak Mh.
254,TEYAŞ EMLAK'TAN SKYPARK 1DE KİRALIK 1+1 (kod:A17),63,1+1,4.500,Taşoluk,Mareşal Fevzi Çakmak Mh.
255,TEYAŞ EMLAK'TAN SKYPARK 1DE KIRALIK 2+1 1. kat köşe (kod:B25),85,2+1,6.000,Taşoluk,Mareşal Fevzi Çakmak Mh.
256,Taşoluk ' ta PTT Yakın Kiralık 3+2 dubleks daire,180,3+2,7.000,Taşoluk,Taşoluk Mh.
257,HADIMKÖY KİPTAŞ 1 ETAP'TA KİRALIK DAİRE TURYAP'TAN,82,2+1,3.500,Arnavutköy,Hadımköy Mh.
258,SOYAK KONFORİA 3+1 SIFIR DAİRE,125,3+1,6.750,Hadımköy,(Boyalık)Deliklikaya Mah.
259,Kiptaş Hadınköy 3. Etap Konutları C Sitesinde Kiralık Daire G-GD,84,2+1,3.300,Hadımköy,(Boyalık)Deliklikaya Mah.
260,ARNAVUTKÖY TASOLUK BELEDIYE KARŞISI BEKARA KIRALIK 2+1 DAİRE,120,2+1,3.990,Taşoluk,Taşoluk Mh.
261,Arnavutköy 3+1 Vadipark'ın Yanında,90,3+1,4.400,Arnavutköy,Mustafa Kemal Paşa Mh.
262,TAŞOLUK KÖY İÇİNDE KİRALIK 1. KAT DAİRE 2+1,95,2+1,4.000,Taşoluk,Taşoluk Mh.
263,"HADIMKÖY DELİKLİKAYA KİPTAŞ 3.ETAP,2+1,82­M2,3.000.-TL",82,2+1,3.000,Hadımköy,(Boyalık)Deliklikaya Mah.
264,ARNAVUTKÖYDE 3YAŞINDA TEMİZ DAİRE,90,2+1,4.000,Boğazköy,Boğazköy İstiklal Mh.
265,HERMES NEO GÖLPARK SİTESİ'NDE 3+1 KİRALIK BAHÇE DUBLEKSİ,140,3+1,15.000,Bolluca,Mavigöl Mh.
266,3.ETAP KİPTAŞ KONUTLARI 2+1KİRALIK 3.200-TL DAİRE,82,2+1,3.200,Hadımköy,(Boyalık)Deliklikaya Mah.
267,TEYAŞ EMLAK'TAN SKYPARK 1DE KIRALIK 1+1 1.kat ( kod:A27),74,1+1,5.000,Taşoluk,Mareşal Fevzi Çakmak Mh.
268,EŞYALI DAİRE!!! SOYAK KONFORİA PROJESİ 2+1KİRALIK 5.000-TL DAİRE,100,2+1,5.000,Hadımköy,(Boyalık)Deliklikaya Mah.
269,TEYAŞ EMLAK'TAN SKYPARK 1DE KİRALIK 2+1 (kod:A16),85,2+1,6.000,Taşoluk,Mareşal Fevzi Çakmak Mh.
270,TEYAŞ EMLAK'TAN SKYPARK 1DE KİRALIK 1+1 (kod:B14),74,1+1,4.000,Taşoluk,Mareşal Fevzi Çakmak Mh.
271,TEYAŞ EMLAK'TAN SKYPARK 1DE KIRALIK 1. kat 2+1 (kod:C16),85,2+1,6.000,Taşoluk,Mareşal Fevzi Çakmak Mh.
272,SOYAK KONFORİA SİTESİ 2+1KİRALIK 4.500-TL DAİRE,90,2+1,4.500,Hadımköy,(Boyalık)Deliklikaya Mah.
273,salı pazarinda giriş kat,85,2+1,3.000,Arnavutköy,İslambey Mh.
274,ARNAVUTKÖY FATİH CADDESİNDE KİRALİK DAİRE,120,3+1,4.500,Arnavutköy,Arnavutköy Merkez Mh.
275,Düblex daire 180m 6+1 komusyon yok,200,6+1,6.700,Haraççı,Haraççı Mh.
276,Taşoluk TOKİ Konutlarında Sahibinden Full Eşyalı,90,2+1,7.500,Taşoluk,Mehmet Akif Ersoy Mah.
277,TEYAŞ EMLAK'TAN SKYPARK 1DE KİRALIK 2+1 2.KAT KÖŞE (kod:A30),85,2+1,6.500,Taşoluk,Mareşal Fevzi Çakmak Mh.
278,TEYAŞ EMLAK'TAN SKYPARK 1DE KİRALIK 1+1BAHCELI (kod:A6-7),65,1+1,5.000,Taşoluk,Mareşal Fevzi Çakmak Mh.
279,HADIMKÖY KİPTAŞ2.ETAP ÖMERLİ KİRALIK DAİRE TURYAP REDOX EMLAK,95,2+1,4.000,Hadımköy,(Boyalık)Ömerli Mh.
280,TEYAŞ EMLAK'TAN SKYPARK 1DE KİRALIK 2+1 DUBLEX (kod:B30),125,2+1,7.500,Taşoluk,Mareşal Fevzi Çakmak Mh.
281,Sahibinden Kiralık Daire,90,2+1,4.250,Arnavutköy,Arnavutköy Merkez Mh.
282,TEYAŞ EMLAK'TAN SKYPARK 1DE KIRALIK 1+1 3. KAT (kod:A31),60,1+1,4.000,Taşoluk,Mareşal Fevzi Çakmak Mh.
283,TEYAŞ EMLAK'TAN SKYPARK 1DE KIRALIK 2+1 DUBLEX (kod:C31),90,2+1,6.000,Taşoluk,Mareşal Fevzi Çakmak Mh.
284,TEYAŞ EMLAK'TAN SKYPARK 1DE KIRALIK 2+1 1.kat siteiçi (kod:A25),85,2+1,5.500,Taşoluk,Mareşal Fevzi Çakmak Mh.
285,"DÜZ GİRİŞ 82 M2 HADIMKÖY DELİKLİKAYA KİPTAŞ 3, 2+1,3.000.-TL",82,2+1,3.000,Hadımköy,(Boyalık)Deliklikaya Mah.
286,KİRALIK EV,138,3+1,5.000,Bolluca,Hicret Mah.
287,TEYAŞ EMLAK'TAN SKYPARK 1DE KIRALIK 2+1 (kod:A15),85,2+1,5.000,Taşoluk,Mareşal Fevzi Çakmak Mh.
288,TEYAŞ EMLAK'TAN SKYPARK 1DE KIRALIK 2+1 KÖŞE (kod:B18),85,2+1,6.000,Taşoluk,Mareşal Fevzi Çakmak Mh.
289,TEYAŞ EMLAK'TAN KİRALIK 2+1 BAHCE KATI (kod:C4),85,2+1,5.000,Taşoluk,Mareşal Fevzi Çakmak Mh.
290,TEYAŞ EMLAK'TAN SKYPARK 1DE KİRALIK 2+1 (kod:A32),85,2+1,6.000,Taşoluk,Mareşal Fevzi Çakmak Mh.
291,TEYAŞ EMLAK'TAN SKYPARK 1DE KIRALIK 2+1 DUBLEX (kod:b31),100,2+1,6.000,Taşoluk,Mareşal Fevzi Çakmak Mh.
292,TEYAŞ EMLAK'TAN SKYPARK 1DE KIRALIK 2+1 (kod:B19),85,2+1,6.000,Taşoluk,Mareşal Fevzi Çakmak Mh.
293,SKY PARK 1'de 3+1 Daire (Sahibinden),130,3+1,9.500,Taşoluk,Mareşal Fevzi Çakmak Mh.
294,sahibinden ful eşyalı daire,80,2+1,4.750,Arnavutköy,Yunus Emre Mah.
295,Elmas life Taşoluk ta butik sitede 2+1 kiralık arakat daire!!,95,2+1,5.250,Taşoluk,Taşoluk Mh.
296,full eşyalı kiralık daire,145,4+1,3.750,Arnavutköy,Mustafa Kemal Paşa Mh.
297,ARNAVUTKÖY İSLAMBEY MAH. KİRALIK 2+1 SIFIR DAİRE,85,2+1,3.800,Arnavutköy,İslambey Mh.
298,DRS GAYRİMENKUL 2+1 DAİRE 18.06.2022,85,2+1,3.000,Arnavutköy,İslambey Mh.
299,BOĞAZİÇİ EMLAK ARNAVUTKÖY MERKEZDE SIFIR 3+2 DUBLKES DAİRE,165,3+2,6.500,Arnavutköy,İslambey Mh.
300,SOYAK KONFORİA SİTESİ 1+1KİRALIK 3.300-TL DAİRE,59,1+1,3.300,Hadımköy,(Boyalık)Deliklikaya Mah.
301,Kiptaş Hadımköy 3. Etap Konutları 2+1 85m2,84,2+1,3.600,Hadımköy,(Boyalık)Deliklikaya Mah.
302,Kentplus Kiralık 2+1 Havuz Manzaralı /Balkonlu keyifli Daire,112,2+1,14.500,Barbaros,
303,Ataşehir Starland Sitesinde 5+1 Kiralık 263m2 BOŞ Bahçe Dubleks,263,5+1,32.000,Barbaros,
304,"Fully Furnished Flat at Ataşehir Maritza 24 Hours Security, Pool",100,2+1,20.500,Küçükbakkalköy,Küçükbakkalköy Mh.
305,SEMTTEN YEDİTEPE ÜNİ. FATURALAR DAHİL 1+0 EŞYALI DAİRE,45,1+0,4.250,Kayışdağı,Kayışdağı Mh.
306,Sahibinden Kiralık Daire,90,2+1,5.500,Küçükbakkalköy,Küçükbakkalköy Mh.
307,ATAŞEHİR İNÖNÜ MAH.YÜKSEK TAVAN ÇATI KATI 2+1 DAİRE GENİŞ KULANI,100,2+1,5.000,Kayışdağı,İnönü Mh.
308,SAHİBİNDEN KİRALIK 2+1DAİRE,95,2+1,9.000,Kayışdağı,İnönü Mh.
309,"Manzaralı, Merkezi konumda, okula yakın kiralık daire",105,2+1,4.500,Kayışdağı,Kayışdağı Mh.
310,EMAAR AVM KARŞISI GARANTİ SİTESİ 2+1 TERS DUBLEKS EŞYALI KİRALIK,125,2+1,8.500,Örnek,Fetih Mah.
311,Yeni Açılacak Metro Yakınında Eşyalı 1+1 Faturalar Dahil Daire,45,1+1,6.500,Kayışdağı,İnönü Mh.
312,KAYIŞDAĞI MERKEZDE 1. ARAKAT GÜNEYCEPHE 75M2 2+1 KİRALIK DAİRE,85,2+1,5.000,Kayışdağı,Kayışdağı Mh.
313,**GÜNCEL** Öğrenciye - Yabancıya - Bekara Uygun SIFIR EŞYALI 2+1,95,2+1,6.199,Kayışdağı,İnönü Mh.
314,BOSTANCI METRO E-5 FSM HASTAHANESİNE YAKIN YENİ BİNADA 2+1,85,2+1,6.250,İçerenköy,İçerenköy Mh.
315,YEDİTEPE VE DARÜLACEZEYE YAKIN 1+1 FULL EŞYALI DAİRE,65,1+1,5.250,Kayışdağı,Kayışdağı Mh.
316,Konum olarak her yere yakın kiralık daire,95,2+1,8.500,Kayışdağı,İnönü Mh.
317,Kayışdağı Mah. Merkezi Konumda Muhteşem Teraslı 1+1 Eşyasız Çatı,65,1+1,3.650,Kayışdağı,Kayışdağı Mh.
318,ATAŞEHİR MANOLYA SİTESİ 2 ODA 1 SALON KİRALIK 2+1 DAİRE,120,2+1,10.000,Ataşehir,Atatürk Mh.
319,ATA BLOKLARI'NDA 1-12 AY KİRALAMAYA UYGUN 1+1 EŞYALI DAİRE,67,1+1,16.900,Ataşehir,Atatürk Mh.
320,ATAŞEHİR MANOLYA DA FULL TADİLATLI E.BANYO& KILERLI 3+1 KİRALIK,145,3+1,15.000,Ataşehir,Atatürk Mh.
321,GENİŞ BAHCE KATI,130,3.5+1,6.000,İçerenköy,İçerenköy Mh.
322,Varyap Meridian'da Kapalı Mutfak Boş temiz 2+1 Kiralık Daire,140,2+1,15.500,Barbaros,
323,ATAŞEHİR KG RESİDENCE DA FULL LÜKS EŞYALI BALKONLU 2+1 DAİRE,110,2+1,10.000,Ataşehir,Aşıkveysel Mh.
324,ATAŞEHİR ESATPAŞA GÜLDİBİ DURAĞINDA 3+1 KİRALIK DAİRE,120,3+1,6.000,Örnek,Esatpaşa Mh.
325,Celal yardimci ilkogretim okulunun sokaginda kiralik daire,105,2+1,6.000,Kayışdağı,Kayışdağı Mh.
326,"Uphill Court da hemen teslime uygun , Boş 2+1 Yüksek kat",115,2+1,12.700,Barbaros,
327,BATI ATAŞEHİR AĞAOĞLU MY WORLD 1+1 KİRALIK DAİRE,70,1+1,9.000,Barbaros,
328,MUHAMMED GEYİK'DEN ÜNİVERSİTEYE YAKİN 1+1 EŞYALI DAİRE,55,1+1,5.200,Kayışdağı,İnönü Mh.
329,ALANALDI CADDESİ ÜZERİNDE İÇİ YAPILI 3+1 DAİRE,125,3+1,7.100,İçerenköy,İçerenköy Mh.
330,TEK YETKİLİ UPHİLL COURT Point'den 70M2 1+1 KOMPLE EŞYALI,70,1+1,12.250,Barbaros,
331,İçerenköy'de Genç Binada Üç Cepheli Kiralık 3+1 Daire,100,3+1,8.250,İçerenköy,İçerenköy Mh.
332,ATAŞEHİR ATA BLOKLARI 1+1 METROPOL CEPHE KİRALIK 2.KAT,81,1+1,6.750,Ataşehir,Atatürk Mh.
333,KAYIŞDAĞI MAHALLESİ CADDE ÜZERİNDE FATURA DAHİL 1+1 DAİRE,55,1+1,5.250,Kayışdağı,Kayışdağı Mh.
334,iNFLATS 'DE LUX KİRALAIK DAİRELER,35,1+1,4.200,Kayışdağı,Kayışdağı Mh.
335,Ataşehir yeniçamlıca Kiralık Daire,160,4+1,6.500,Yeni, ÇamlıcaYeni Çamlıca Mh.
336,K.BAKKALKÖY MAH. 1+1 AMERİKAN MUTFAKLI EŞYALI KİRALIK DAİRE,50,1+1,5.500,Küçükbakkalköy,Küçükbakkalköy Mh.
337,İÇERENKÖY'DE EŞYALI FATURALAR DAHİL LÜKS STÜDYO DAİRE,45,1+1,6.000,İçerenköy,İçerenköy Mh.
338,ESATPAŞA MERKEZDE ÇOK İYİ KONUMDA 2+1 85 M2 KİRALIK ARAKAT DAİRE,85,2+1,6.200,Örnek,Esatpaşa Mh.
339,Merkezi Konumda Kiralık 2+1 Daire,70,2+1,6.000,Örnek,Örnek Mh.
340,*Ağaoğlu My Towerland 3381 Ada 3+1 Kiralık Güncel*,120,3+1,13.750,Ataşehir,Atatürk Mh.
341,RW TRIO'DAN EVİNPARK RESIDENCE ATAŞEHİR'DE 3+1 KİRALIK DAİRE,117,3+1,15.000,Ataşehir,Atatürk Mh.
342,AĞAOĞLU MY WORLD SUNCİTY MOBİLYALI HAVUZ VE ŞEHİR MAN 194m2 3+1,194,3+1,34.000,Barbaros,
343,adress gayrimenkul den eşyalı 3+1 daire fırsatı,140,3+1,7.500,Ataşehir,Aşıkveysel Mh.
344,TRENDIST UZMANDAN KIRALIK GOLF CEPHE ARA KAT 4+1 BOSS,156,4+1,23.000,Ataşehir,Atatürk Mh.
345,İNÖNÜ MAH. YEDİTEPE ÜNİ. YAKIN SİTE İÇERİSİNDE LÜKS 2+1 ARAKAT,90,2+1,6.550,Kayışdağı,İnönü Mh.
346,YEDİTEPE ARAS....FULL EŞYALI BU FİYATA KAÇMAZ,70,2+1,5.500,Kayışdağı,Kayışdağı Mh.
347,AİLEM'DEN KARAKOL CAD. ÇOK YAKIN-YENİ BİNADA-85 M2-MASRAFSIZ-2+1,85,2+1,8.750,İçerenköy,İçerenköy Mh.
348,Yeditepe Ünv. Yakın Güvenlikli Tüm Faturalar Kiraya Dahil 1+0,40,1+0,5.500,Kayışdağı,İnönü Mh.
349,ESATPAŞADA DUBLEKS DAİRE,150,3+1,7.500,Örnek,Esatpaşa Mh.
350,"DOĞA MANZARALI , MASRAFSIZ , GENİŞ BALKONLU KEYİFLİ DAİRE",250,4+1,24.000,Ataşehir,Atatürk Mh.
351,ATAŞEHİR'DE YEDPA VE YEDİTEPE ÜNİ'YE YAKIN 3+1 ASANSÖRLÜ KİRALIK,130,3+1,4.950,Ferhatpaşa,Ferhatpaşa Mh.
352,Ataşehir Atatürk mahallesi Kiralık 2+1,100,2+1,9.800,Ataşehir,Atatürk Mh.
353,Kayışdağı Mah. Cadde Üstü Tüm Faturalar Kiraya Dahil Eşyalı 1+1,55,1+1,5.250,Kayışdağı,Kayışdağı Mh.
354,KÜÇÜK B.KÖY MERKEZDE 1+1BAHÇE KATI,70,1+1,3.950,Küçükbakkalköy,Küçükbakkalköy Mh.
355,(Lidya Gayrimenkul)7Tepe Ünv. Karşısı 1+1 Sıfır Eşyalı F.Dahil,48,1+1,5.500,Kayışdağı,Kayışdağı Mh.
356,Ataşehir Uphill Towers'da Deniz Manzaralı 2+1 Kiralık Daire,120,2+1,20.000,Barbaros,
357,Varyap Meridian Temiz Kullanılmış 3+1 Kiralık Daire,180,3+1,19.000,Barbaros,
358,ATAŞEHİR AĞAOĞLU HIGHPARK'DA 3+1 KİRALIK DAİRE YÜKSEK KAT GÜNCEL,157,3+1,18.000,Barbaros,
359,EVİNİBUL'DAN/İSKA­NLI/Y.GİRİŞ/GENİŞ BALKONLU 100m2 2+1 ARAKAT,100,2+1,7.500,Örnek,Örnek Mh.
360,Ataşehir Ağaoğlu Andromeda' da Arena Cepheli Kiralık Boş 1+1,68,1+1,9.500,Barbaros,
361,ÖZKANCALAR'DAN KİRALIK 3+1 OTOPARKLI ARA KAT GENİŞ DAİRE,130,3+1,6.750,İçerenköy,İçerenköy Mh.
362,SİTE İÇERİSİNDE 2+1 KİRALIK DAİRE,95,2+1,7.000,İçerenköy,İçerenköy Mh.
363,KÜÇÜKBAKKALKÖY'DE KİRALIK DAİRE,88,2+1,6.000,Küçükbakkalköy,Küçükbakkalköy Mh.
364,ATAŞEHİR İÇERENKÖY DE MÜSTAKİL GİRİŞLİ BAHÇELİ KAPALI OTOPARKLI,100,3+1,6.200,İçerenköy,İçerenköy Mh.
365,FIRSAT METROPOL İSTANBUL DA 100M2 FULL EŞYALI DAİRE 24.500TL,100,2+1,24.500,Ataşehir,Atatürk Mh.
366,ATAŞEHİRDE EŞYALI KİRALIK SHORT TERM RENTAL,105,2+1,12.500,Ataşehir,Mevlana Mah.
367,merkezi konumda kiralık daire,80,1+1,4.000,Örnek,Esatpaşa Mh.
368,ATAŞEHİR İNLİFE SİTESİ'NDE KİRALIK 1+1 DAİRE,75,1+1,10.500,Küçükbakkalköy,Küçükbakkalköy Mh.
369,Ataşehir esatpaşa mahallesinde 1+1 site içerisinde daire,75,1+1,7.500,Örnek,Esatpaşa Mh.
370,"Ataşehir Örnek mahallesinde E-5,metro'ya yakın 2+1 arakat",80,2+1,6.500,Örnek,Örnek Mh.
371,BATI ATAŞEHİR AĞAOĞLU STARLAND 3+1 E TİPİ BOŞ KİLERLİ KİRALIK,168,3+1,22.000,Barbaros,
372,Batı Ataşehir Uphill Court Muhteşem Konum 5+1 Tek Yetkili,280,5+1,35.000,Barbaros,
373,ACIBADEM ÜNİVERSİTE YAKINI FATURALAR DAHİL EŞYALI STÜDYO 1+0 DAİ,30,1+0,4.350,Küçükbakkalköy,Küçükbakkalköy Mh.
374,Ataşehir Eşyalı Kiralık 1+0 Dumankaya İkon Deniz Manzaralı,31,1+0,5.500,Örnek,Örnek Mh.
375,"İNÖNÜ MAH.TERASLI DAĞ MANZARALI,SIFIR BOYALI EŞYALI 2+1 DAİRE",80,2+1,7.750,Kayışdağı,İnönü Mh.
376,Kayışdağı Bayan Öğrenci ve Çalışana Uygun Eşyalı Kiralık Daire..,90,2+1,5.250,Kayışdağı,Kayışdağı Mh.
377,ATAŞEHİR TOWERLAND MERKEZİ KONUMDA 3+1 KİRALIK BOŞŞ,115,3+1,13.000,Ataşehir,Atatürk Mh.
378,YEDİYEPE ÜNİV. YAKININDA EŞYALI ve OTOPARKLI DAİRE,100,1+1,6.500,Kayışdağı,İnönü Mh.
379,(Lidya Gayrimenkul) Sıfır Eşyalı 1+1 Faturalar Dahil,49,1+1,5.500,Kayışdağı,Kayışdağı Mh.
380,BAHADIR YAPI'DAN KİRALIK 3+1 CADDE ÜZERİ GENİŞ ARA KAT GÜNEY CEP,115,3+1,7.000,Küçükbakkalköy,Küçükbakkalköy Mh.
381,__EVAXyk GAYRİMENKUL'DEN KIRALIK EŞYALI 1+1 CATI KATI DAİRE__,30,1+1,4.000,Kayışdağı,İnönü Mh.
382,ATAŞEHR ESATPAŞADA 3+1 BAHÇE KATI KİRALIK DAİRE,85,3+1,7.250,Örnek,Esatpaşa Mh.
383,SAHİBİNDEN KENTPLUS DA FULL EŞYALI EN BÜYÜK 3+1,170,3+1,28.000,Barbaros,
384,ATAŞEHİR YENİŞEHİRDE PRESTİJLİ BUTİK AZ KATLI SİTEDE 3+2 DUBLE,250,3+2,17.000,Ataşehir,Yenişehir Mh.
385,ATAŞEHIR YENISAHRA OPTIMUM YANI 2+1 100m 7.000 tl METRO YANI,110,2+1,7.000,Yeni, Sahra
386,BOSTANCIDA ADALAR VE DENİZ MANZARALI 3+1 KİRALIK DAİRE 10.000 TL,145,3+1,10.000,İçerenköy,İçerenköy Mh.
387,Andromeda Gold'da Güncel Kiralık 2+1,110,2+1,20.000,Ataşehir,Atatürk Mh.
388,ATAŞEHİR MERCAN SİTESİNDE BÜYÜK 2+1 KİRALIK DAİRE,120,2+1,11.000,Ataşehir,Atatürk Mh.
